Year,Fruits.acf,total.acf,aborted.acf,success.acf,predated.acf,Site,Mean.Fruits,CV.Fruits,m.total,m.aborted,m.sucessess,m.predated,total.cv,aborted.cv,success.cv,predated.cv,Prop.aborted,Prop.sucessess,Prop.predated
1991,-0.041120605555901586,0.284989281473874,-0.02999136696831025,-0.04396127753719296,0.31692563175191835,Sheep,2.3902439024390243,0.9993661978997416,0.8353658536585366,0.1402439024390244,0.5365853658536586,0.15853658536585366,1.7704867050767559,1.2986519568383925,0.8400716068590738,1.9603921176392138,0.16788321167883213,0.6423357664233578,0.18978102189781024
1992,NA,NA,NA,NA,NA,Sheep,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1993,NA,NA,NA,NA,NA,Sheep,0.4011627906976744,2.5457962555437392,1.0406976744186047,0.046511627906976744,0.09302325581395349,0.9011627906976745,1.8218570903746856,2.752785895902412,2.420431896591544,0.7864669261851729,0.04469273743016759,0.08938547486033518,0.8659217877094972
1994,-0.01862853778845723,0.162643894828762,-0.020844989914281516,-0.018632896422948058,0.16909255806091322,Sheep,0.021739130434782608,2,0.021739130434782608,0.010869565217391304,0.005434782608695652,0.005434782608695652,6.7265073878904005,1.1547005383792515,2,2,0.5,0.25,0.25
1995,-0.018485287596893565,0.06255584969707118,0.4051699477591646,-0.02398398472376699,-0.042007149063635084,Sheep,0.9108910891089109,2.393529062976626,0.7821782178217822,0.0297029702970297,0.2079207920792079,0.5445544554455446,1.6490722168824967,5.873053177282529,1.7119453390223416,0.9522615775244663,0.03797468354430379,0.26582278481012656,0.6962025316455697
1996,-0.04964609433412723,0.20593683600786603,0.42107997463031754,-0.06441632752933835,0.20654138527031216,Sheep,0.07425742574257425,2.1841177556098863,0.3316831683168317,0.16336633663366337,0.04455445544554455,0.12376237623762376,2.9830872570513813,1.1325750537704873,1.9034779133044966,1.5938399938280898,0.4925373134328358,0.13432835820895522,0.3731343283582089
1997,-0.019435482857779112,0.08875828287346682,NA,-0.019436224429515942,NA,Sheep,0.1218274111675127,0,0.02030456852791878,0,0.02030456852791878,0,9.899366089785353,NA,0,NA,0,1,0
1998,-0.02246859501094973,0.023377866702469868,NA,0.048921563081369746,NA,Sheep,0.34146341463414637,1.8697855382860553,0.9463414634146341,0.18048780487804877,0.6682926829268293,0.0975609756097561,2.116520339509228,2.3560564029697475,0.9430718272511074,2.377855426339338,0.1907216494845361,0.7061855670103093,0.10309278350515465
1999,0.10905335240602637,0.2031287970445081,0.1643928858786881,0.21278159363004376,-0.0466873520703727,Sheep,1.9596412556053813,1.1090951766430428,0.7982062780269058,0.2600896860986547,0.47533632286995514,0.06278026905829596,2.003787581633901,1.3137174641737908,0.9189099875803297,3.045237164451253,0.32584269662921345,0.5955056179775281,0.07865168539325842
2000,NA,0.09923298422860317,0.1504172041668317,NA,NA,Sheep,0,NA,0.004807692307692308,0.004807692307692308,0,0,14.42220510185584,NA,NA,NA,1,0,0
2001,NA,0.11535340570750639,-0.031337322222168895,NA,NA,Sheep,0.7934272300469484,1.0659277403996406,0.647887323943662,0.3004694835680751,0.3051643192488263,0.04225352112676056,2.432593428691718,0.8932370012631204,0.7690867295583621,6.190055320429402,0.463768115942029,0.4710144927536232,0.06521739130434782
2002,NA,0.20357704865451895,0.2292815437070673,NA,NA,Sheep,0,NA,0.009478672985781991,0.009478672985781991,0,0,10.246834586720864,0,NA,NA,1,0,0
2003,NA,0.1609062139662422,-0.03815218456900263,NA,NA,Sheep,0.2831050228310502,2.7296679205576924,0.817351598173516,0.2237442922374429,0.1187214611872146,0.4748858447488584,1.4511607460654916,1.8895109223374278,2.3800122796422167,1.0699089245193458,0.2737430167597765,0.14525139664804468,0.5810055865921787
2004,-0.04057330811116248,0.11784106384356069,-0.02678409739682009,-0.040587314806995387,0.14105047322664108,Sheep,0.12272727272727273,0.7360965523833997,0.03636363636363636,0.004545454545454545,0.022727272727272728,0.00909090909090909,7.365227446757174,2.23606797749979,0.7071067811865476,2.2360679774997902,0.125,0.625,0.25
2005,0.04087784699651958,0.06318296494554328,-0.044602958978743064,0.02864649725375371,0.17630220874501432,Sheep,18.822115384615383,0.8459207504335933,4.519230769230769,0.5913461538461539,3.4663461538461537,0.46153846153846156,1.180334551025467,2.694755792572382,0.7983320535313836,4.654660140153528,0.13085106382978723,0.7670212765957447,0.1021276595744681
2006,NA,-0.0030441394883297004,0.08891809236454712,NA,-0.02814378596484813,Sheep,0,NA,0.01904761904761905,0.004761904761904762,0,0.014285714285714285,11.439982768414774,1.4142135623730951,NA,1.414213562373095,0.25,0,0.7499999999999999
2007,NA,-0.04444288682902153,-0.025294368367154957,NA,-0.017362599355447362,Sheep,0.005076142131979695,5.656854249492381,0.25380710659898476,0.14213197969543148,0.005076142131979695,0.1065989847715736,2.7474931059689585,0.8586775814821836,5.656854249492381,1.75710310130324,0.56,0.02,0.42000000000000004
2008,-0.00546448087431694,0.039129587976739176,0.013726794853887931,-0.00546448087431694,0.20298645871299306,Sheep,0.005434782608695652,3.0000000000000004,0.09239130434782608,0.06521739130434782,0.005434782608695652,0.021739130434782608,5.392766395518918,1.125,3.0000000000000004,2.2810359488618324,0.7058823529411765,0.058823529411764705,0.23529411764705882
2009,0.2357296181924614,0.11048910623529874,0.10213161243199684,0.2398132206579265,0.20166255797435031,Sheep,0.5631578947368421,2.3983676800782803,0.7631578947368421,0.47368421052631576,0.17894736842105263,0.11052631578947368,2.4603864406974814,1.3083188117609357,2.166202493791348,2.6810021530978685,0.6206896551724137,0.23448275862068965,0.14482758620689654
2010,0.1871161506186372,0.337503399857738,0.021480066807563522,0.1800482822213983,0.20448922261740435,Sheep,1.0053475935828877,1.8240618375888316,0.7433155080213903,0.2192513368983957,0.21390374331550802,0.31016042780748665,1.823390003953597,1.8545848445398487,1.6077245491086007,1.142585787689177,0.2949640287769784,0.28776978417266186,0.4172661870503597
2011,-0.04932456471177061,0.22625654909156137,-0.057148569262725865,0.06642458655689222,0.14720913059655158,Sheep,0.062146892655367235,2.8029038891837574,0.5084745762711864,0.02824858757062147,0.24293785310734464,0.23728813559322035,5.970787471540324,2.4430914129794474,4.431559954959085,0.8467276118237005,0.05555555555555556,0.4777777777777778,0.4666666666666667
2012,NA,NA,NA,NA,NA,Sheep,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA,Sheep,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA,Sheep,0,NA,0.038461538461538464,0,0,0.038461538461538464,8.831760866327851,NA,NA,NA,0,0,1
2015,NA,NA,NA,NA,NA,Sheep,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA,Sheep,0.7777777777777778,1.6100271736837235,1.5416666666666667,0.9444444444444444,0.3333333333333333,0.2638888888888889,2.15528025454879,0.6765010345115314,1.7871158520876784,3.5427552312680235,0.6126126126126126,0.2162162162162162,0.17117117117117117
2017,0.25759307558207994,0.25503498321472823,0.13687861178779262,0.3586695810659789,0.18135712899939294,Sheep,2.7666666666666666,1.5532236745381565,1.9777777777777779,0.8666666666666667,0.6444444444444445,0.4666666666666667,2.023860147211408,1.2260900061972215,1.1031403511244247,2.7527881439728827,0.43820224719101125,0.3258426966292135,0.23595505617977527
2018,0.2968883554483901,0.3599335881030425,0.1953306282857471,0.25692114589373766,-0.0702174896699767,Sheep,14.508928571428571,1.0183407241069924,3.357142857142857,0.5446428571428571,2.392857142857143,0.41964285714285715,1.6082507830056427,1.1387851209755702,0.9020664035929927,2.635891076499123,0.16223404255319146,0.7127659574468085,0.125
2019,-0.06292216523974224,-0.10716557741366434,0.040968608760816795,-0.025254525083880302,0.0793622835699446,Sheep,0.6504065040650406,2.0748331326661167,2.2439024390243905,0.7886178861788617,0.3170731707317073,1.1382113821138211,1.0228559962390178,1.2458138396953018,1.5871718308310976,1.304042714780472,0.3514492753623188,0.14130434782608695,0.5072463768115941
2020,0.23450214635216585,-0.15769072079713717,-0.2974527386029001,0.22955095457134223,0.08390461508609012,Sheep,0.26,2.2267220840772044,1.23,0.89,0.15,0.19,1.866344760599198,1.0433292275944042,2.2143655150282533,3.2090213017397136,0.7235772357723578,0.12195121951219512,0.15447154471544716
